No.,Pokémon,Entry,Bucket,Weight,Lv. Min,Lv. Max,Biomes,Excluded Biomes,Time,Weather,Multipliers,Context,Presets,Conditions,Anticonditions,skyLightMin,skyLightMax,canSeeSky,Patternkey=Value
0569,Garbodor,2,common,0.2,36,47,Overworld,,any,any,Night x5,grounded,Natural,structure:#minecraft:village,,8,15,,
0570,Zorua,1,uncommon,5.04,8,33,Forest,Freezing,night,any,New Moon x5,grounded,"Natural, Wild",,,8,15,,
0570,Zorua [Hisuian],1,uncommon,5.04,8,33,"Snowy Forest, Snowy Taiga",,night,any,New Moon x5,grounded,"Natural, Wild",,,8,15,,
0570,Zorua [Hisuian],2,uncommon,84,8,33,Nether,,any,any,,grounded,"Natural, Nether_Fossil",,,,,any,
0571,Zoroark,1,uncommon,0.96,30,51,Forest,Freezing,night,any,New Moon x5,grounded,"Natural, Wild",,,8,15,,
0571,Zoroark [Hisuian],1,uncommon,0.96,30,51,"Snowy Forest, Snowy Taiga",,night,any,New Moon x5,grounded,"Natural, Wild",,,8,15,,
0571,Zoroark [Hisuian],2,uncommon,16,30,51,Nether,,any,any,,grounded,"Natural, Nether_Fossil",,,,,any,
0572,Minccino,1,common,1.9,5,30,Magical,,any,any,,grounded,Natural,,,8,15,,
0572,Minccino,2,common,5.7,5,30,Overworld,"Sandy, Tundra",any,any,,grounded,"Natural, Urban",,,8,15,,
0572,Minccino,3,common,5.7,5,30,Overworld,"Sandy, Tundra",any,any,,grounded,Natural,structure:#minecraft:village,,8,15,,
0572,Minccino,4,common,9.5,5,30,Overworld,,any,any,,grounded,Mansion,,,,,FALSE,
0573,Cinccino,1,common,0.1,25,47,Magical,,any,any,,grounded,Natural,,,8,15,,
0573,Cinccino,2,common,0.3,25,47,Overworld,"Sandy, Tundra",any,any,,grounded,"Natural, Urban",,,8,15,,
0573,Cinccino,3,common,0.3,25,47,Overworld,"Sandy, Tundra",any,any,,grounded,Natural,structure:#minecraft:village,,8,15,,
0573,Cinccino,4,common,0.5,25,47,Overworld,,any,any,,grounded,Mansion,,,,,FALSE,
0574,Gothita,1,common,5.4,4,29,Overworld,,any,any,,grounded,Mansion,,,,,FALSE,
0574,Gothita,2,uncommon,8.4,4,29,End,,any,any,,grounded,End_City,,,,,any,
0575,Gothorita,1,common,0.54,32,39,Overworld,,any,any,,grounded,Mansion,,,,,FALSE,
0575,Gothorita,2,uncommon,1.44,32,39,End,,any,any,,grounded,End_City,,,,,any,
0576,Gothitelle,1,common,0.06,41,49,Overworld,,any,any,,grounded,Mansion,,,,,FALSE,
0576,Gothitelle,2,uncommon,0.16,41,49,End,,any,any,,grounded,End_City,,,,,any,
0577,Solosis,1,uncommon,1.68,4,29,Overworld,,any,any,,grounded,Natural,,,8,15,,
0577,Solosis,2,uncommon,1.68,4,29,End,,any,any,,grounded,Natural,,,,,any,
0578,Duosion,1,uncommon,0.288,32,37,Overworld,,any,any,,grounded,Natural,,,8,15,,
0578,Duosion,2,uncommon,0.288,32,37,End,,any,any,,grounded,Natural,,,,,any,
0579,Reuniclus,1,uncommon,0.032,41,49,Overworld,,any,any,,grounded,Natural,,,8,15,,
0579,Reuniclus,2,uncommon,0.032,41,49,End,,any,any,,grounded,Natural,,,,,any,
0580,Ducklett,1,common,9,6,31,Freshwater,Freezing,any,any,Night x0.25,grounded,Natural,,,8,15,,
0580,Ducklett,2,common,9,6,31,Sky,,any,any,Night x0.25,grounded,Natural,,,8,15,,
0580,Ducklett,3,uncommon,8.4,6,31,Freshwater,Freezing,day,any,,surface,Water,,,8,15,,
0580,Ducklett,4,uncommon,8.4,6,31,Sky,,day,any,,surface,Water,,,8,15,,
0580,Ducklett,7,common,9,6,31,Aether,,any,any,,grounded,Natural,minecraft:water,,8,15,,
0580,Ducklett,8,uncommon,8.4,6,31,Aether,,any,any,,surface,Water,,,8,15,,
0581,Swanna,1,common,1,35,47,Freshwater,Freezing,any,any,Night x0.25,grounded,Natural,,,8,15,,
0581,Swanna,2,common,1,35,47,Sky,,any,any,Night x0.25,grounded,,,,8,15,,
0581,Swanna,3,uncommon,1.6,35,47,Freshwater,Freezing,day,any,,surface,Water,,,8,15,,
0581,Swanna,4,uncommon,1.6,35,47,Sky,,day,any,,surface,Water,,,8,15,,
0581,Swanna,7,common,1,35,47,Aether,,any,any,,grounded,Natural,minecraft:water,,8,15,,
0581,Swanna,8,uncommon,1.6,35,47,Aether,,any,any,,surface,Water,,,8,15,,
0582,Vanillite,1,common,1.8,6,31,Freezing,,any,any,Dawn x5,grounded,Natural,,,8,15,,
0582,Vanillite,2,uncommon,5.04,6,31,Freezing,,any,any,,grounded,Natural,minY = 0,,0,7,,
0582,Vanillite,3,common,5.4,6,31,Nether Frozen,,any,any,,grounded,Natural,,,,,any,
0583,Vanillish,1,common,0.18,35,40,Freezing,,any,any,Dawn x5,grounded,Natural,,,8,15,,
0583,Vanillish,2,uncommon,0.864,35,40,Freezing,,any,any,,grounded,Natural,minY = 0,,0,7,,
0583,Vanillish,3,common,0.54,35,40,Nether Frozen,,any,any,,grounded,Natural,,,,,any,
0584,Vanilluxe,1,common,0.02,47,54,Freezing,,any,any,Dawn x5,grounded,Natural,,,8,15,,
0584,Vanilluxe,2,uncommon,0.096,47,54,Freezing,,any,any,,grounded,Natural,minY = 0,,0,7,,
0584,Vanilluxe,3,common,0.06,47,54,Nether Frozen,,any,any,,grounded,Natural,,,,,any,
0585,Deerling,1,common,1.8,9,34,"Floral, Forest, Hills, Plains, Snowy Forest, Taiga",Savanna,any,any,Night x0.25,grounded,"Natural, Wild",,,8,15,,
0585,Deerling,2,common,1.8,9,34,Aether,,any,any,,grounded,Natural,,,8,15,,
0585,Deerling,3,uncommon,8.4,9,34,Floral Meadow,,any,any,,grounded,,,structure:#the_bumblezone:sempiternal_sanctums,,,any,
0586,Sawsbuck,1,common,0.2,34,48,"Floral, Forest, Hills, Plains, Snowy Forest, Taiga",Savanna,any,any,Night x0.25,grounded,"Natural, Wild",,,8,15,,
0586,Sawsbuck,2,common,0.2,34,48,Aether,,any,any,,grounded,Natural,,,8,15,,
0586,Sawsbuck,3,uncommon,1.6,34,48,Floral Meadow,,any,any,,grounded,,,structure:#the_bumblezone:sempiternal_sanctums,,,any,
0587,Emolga,1,uncommon,10,18,43,Taiga,,any,any,Storm x5,grounded,"Natural, Treetop",,,8,15,,
0588,Karrablast,1,common,5.7,7,32,Swamp,,any,any,,grounded,Natural,,,8,15,,
0589,Escavalier,1,common,0.3,27,50,Swamp,,any,any,,grounded,Natural,,,8,15,,
0590,Foongus,1,common,9,4,29,Mushroom,,any,any,,grounded,Natural,,,0,7,,
0590,Foongus,2,common,9,4,29,Mushroom,,any,any,Day x0.25,grounded,Natural,,,8,15,,
0591,Amoonguss,1,common,1,39,46,Mushroom,,any,any,,grounded,Natural,,,0,7,,
0591,Amoonguss,2,common,1,39,46,Mushroom,,any,any,Day x0.25,grounded,Natural,,,8,15,,
0592,Frillish,1,common,5.4,9,34,Ocean,,any,any,Wreck x10,submerged,Water,maxY = 48,,,,TRUE,
0592,Frillish,2,common,5.4,9,34,Ocean,,night,any,,surface,Water,moonPhase = 0,,8,15,,
0592,Frillish,3,common,9,9,34,Ocean,,any,any,"Wreck x10, Lure0/1 x0.6",fishing,,,,,,TRUE,
0592,Frillish,4,common,5.4,9,34,Ocean,,any,any,Wreck x10,submerged,Water,maxY = 48,,8,15,FALSE,
0592,Frillish,5,common,9,9,34,Ocean,,any,any,"Wreck x10, Lure0/1 x0.6",fishing,,,,8,15,FALSE,
0592,Frillish,6,common,54,9,34,Overworld,,any,any,,submerged,Water,"structure:cobblemon:shipwreck_coves/submerged_shipwreck_cove, minY = -60, maxY = 13",,,,FALSE,
0592,Frillish,7,common,54,9,34,Overworld,,any,any,,fishing,,"structure:cobblemon:shipwreck_coves/submerged_shipwreck_cove, minY = -60, maxY = 13",,,,FALSE,
0593,Jellicent,1,common,0.6,40,48,Ocean,,any,any,Wreck x10,submerged,Water,maxY = 48,,,,TRUE,
0593,Jellicent,2,common,0.6,40,48,Ocean,,night,any,,surface,Water,moonPhase = 0,,8,15,,
0593,Jellicent,3,common,1,40,48,Ocean,,any,any,"Wreck x10, Lure0/1 x0.6",fishing,,,,,,TRUE,
0593,Jellicent,4,common,0.6,40,48,Ocean,,any,any,Wreck x10,submerged,Water,maxY = 48,,8,15,FALSE,
0593,Jellicent,5,common,1,40,48,Ocean,,any,any,"Wreck x10, Lure0/1 x0.6",fishing,,,,8,15,FALSE,
0593,Jellicent,6,common,6,40,48,Overworld,,any,any,,submerged,Water,"structure:cobblemon:shipwreck_coves/submerged_shipwreck_cove, minY = -60, maxY = 13",,,,FALSE,
0593,Jellicent,7,common,6,40,48,Overworld,,any,any,,fishing,,"structure:cobblemon:shipwreck_coves/submerged_shipwreck_cove, minY = -60, maxY = 13",,,,FALSE,
0594,Alomomola,1,uncommon,6,22,47,Deep Ocean,Frozen Ocean,any,any,,submerged,Water,,,,,TRUE,
0594,Alomomola,2,uncommon,6,22,47,Ocean,,any,any,,fishing,,,minLureLevel = 1,,,TRUE,
0594,Alomomola,3,common,2,22,47,Ocean,,any,any,Lure3 x3,fishing,,minLureLevel = 1,,,,TRUE,
0594,Alomomola,4,uncommon,6,22,47,Deep Ocean,Frozen Ocean,any,any,,submerged,Water,,,8,15,FALSE,
0594,Alomomola,5,uncommon,6,22,47,Ocean,,any,any,,fishing,,,minLureLevel = 1,8,15,FALSE,
0594,Alomomola,6,common,2,22,47,Ocean,,any,any,Lure3 x3,fishing,,minLureLevel = 1,,8,15,FALSE,
0595,Joltik,1,common,5.4,7,32,"Badlands, Jungle, Savanna",,night,any,Storm x5,grounded,Natural,,,8,15,,
0595,Joltik,2,common,5.4,7,32,Overworld,Deep Dark,any,any,,grounded,Natural,,,0,7,,
0595,Joltik,3,common,9,7,32,,,any,any,,grounded,"Webs, Natural",,,0,7,,
0595,Joltik,4,common,1.8,7,32,Overworld,,night,any,Storm x5,grounded,Natural,minecraft:lightning_rod,,8,15,,
0596,Galvantula,1,common,0.6,36,47,"Badlands, Jungle, Savanna",,night,any,Storm x5,grounded,Natural,,,8,15,,
0596,Galvantula,2,common,0.6,36,47,Overworld,Deep Dark,any,any,,grounded,Natural,,,0,7,,
0596,Galvantula,3,common,1,36,47,,,any,any,,grounded,"Webs, Natural",,,0,7,,
0596,Galvantula,4,common,0.2,36,47,Overworld,,night,any,Storm x5,grounded,Natural,minecraft:lightning_rod,,8,15,,
0597,Ferroseed,1,common,9,6,31,Lush,,any,any,,grounded,Natural,,"structure:cobblemon:shipwreck_coves/lush_shipwreck_cove, minY = -41, maxY = 9",0,7,,
0597,Ferroseed,2,common,9,6,31,Overworld,Lush,any,any,,grounded,Natural,"structure:cobblemon:shipwreck_coves/lush_shipwreck_cove, minY = -41, maxY = 9",,0,7,,
0598,Ferrothorn,1,common,1,40,49,Lush,,any,any,,grounded,Natural,,"structure:cobblemon:shipwreck_coves/lush_shipwreck_cove, minY = -41, maxY = 9",0,7,,
0598,Ferrothorn,2,common,1,40,49,Overworld,Lush,any,any,,grounded,Natural,"structure:cobblemon:shipwreck_coves/lush_shipwreck_cove, minY = -41, maxY = 9",,0,7,,
0599,Klink,1,common,9,5,30,Overworld,Deep Dark,any,any,,grounded,Natural,"#minecraft:redstone_ores, #c:redstone_ores",,0,7,,
0599,Klink,2,common,1.8,5,30,Overworld,,any,any,,grounded,"Natural, Redstone",,,,,any,
0599,Klink,3,common,1.8,5,30,Overworld,,any,any,,grounded,Natural,"create:cogwheel, create:large_cogwheel, create:gearbox, create:vertical_gearbox",,,,any,
0600,Klang,1,common,0.9,38,44,Overworld,Deep Dark,any,any,,grounded,Natural,"#minecraft:redstone_ores, #c:redstone_ores",,0,7,,
0600,Klang,2,common,0.18,38,44,Overworld,,any,any,,grounded,"Natural, Redstone",,,,,any,
0600,Klang,3,common,0.18,38,44,Overworld,,any,any,,grounded,Natural,"create:cogwheel, create:large_cogwheel, create:gearbox, create:vertical_gearbox",,,,any,
0601,Klinklang,1,common,0.1,49,52,Overworld,Deep Dark,any,any,,grounded,Natural,"#minecraft:redstone_ores, #c:redstone_ores",,0,7,,
0601,Klinklang,2,common,0.02,49,52,Overworld,,any,any,,grounded,"Natural, Redstone",,,,,any,
0601,Klinklang,3,common,0.02,49,52,Overworld,,any,any,,grounded,Natural,"create:cogwheel, create:large_cogwheel, create:gearbox, create:vertical_gearbox",,,,any,
0602,Tynamo,1,common,1.8,3,28,Ocean,,,,,submerged,Water,maxY = 48,,,,any,
0602,Tynamo,2,uncommon,5.04,3,28,Overworld,Lush,,,,submerged,Water,maxY = 48,"structure:#cobblemon:shipwreck_cove, minY = -60, maxY = 13",0,7,,
0602,Tynamo,3,common,5.4,3,28,Overworld,,,,,submerged,Water,"structure:cobblemon:shipwreck_coves/submerged_shipwreck_cove, minY = -60, maxY = 13",,,,FALSE,
0602,Tynamo,4,common,1.8,3,28,Ocean,,,,"Lure2 x3, Lure3 x5",fishing,,,,,,TRUE,
0602,Tynamo,5,common,9,3,28,Overworld,Lush,any,any,Lure0/1 x0.6,fishing,,,,0,7,,
0602,Tynamo,6,common,1.8,3,28,Ocean,,,,"Lure2 x3, Lure3 x5",fishing,,,,8,15,FALSE,
0603,Eelektrik,1,common,0.19,39,41,Ocean,,,,,submerged,Water,maxY = 48,,,,any,
0603,Eelektrik,2,uncommon,0.712,39,41,Overworld,Lush,,,,submerged,Water,maxY = 48,"structure:#cobblemon:shipwreck_cove, minY = -60, maxY = 13",0,7,,
0603,Eelektrik,3,common,0.57,39,41,Overworld,,,,,submerged,Water,"structure:cobblemon:shipwreck_coves/submerged_shipwreck_cove, minY = -60, maxY = 13",,,,FALSE,
0603,Eelektrik,4,common,0.19,39,41,Ocean,,,,"Lure2 x3, Lure3 x5",fishing,,,,,,TRUE,
0603,Eelektrik,5,common,0.95,39,41,Overworld,Lush,any,any,Lure0/1 x0.6,fishing,,,,0,7,,
0603,Eelektrik,6,common,0.19,39,41,Ocean,,,,"Lure2 x3, Lure3 x5",fishing,,,,8,15,FALSE,
0604,Eelektross,1,common,0.01,36,52,Ocean,,,,,submerged,Water,maxY = 48,,,,any,
0604,Eelektross,2,uncommon,0.048,36,52,Overworld,Lush,,,,submerged,Water,maxY = 48,"structure:#cobblemon:shipwreck_cove, minY = -60, maxY = 13",0,7,,
0604,Eelektross,3,common,0.03,36,52,Overworld,,,,,submerged,Water,"structure:cobblemon:shipwreck_coves/submerged_shipwreck_cove, minY = -60, maxY = 13",,,,FALSE,
0604,Eelektross,4,common,0.01,36,52,Ocean,,,,"Lure2 x3, Lure3 x5",fishing,,,,,,TRUE,
0604,Eelektross,5,common,0.05,36,52,Overworld,Lush,any,any,Lure0/1 x0.6,fishing,,,,0,7,,
0604,Eelektross,6,common,0.01,36,52,Ocean,,,,"Lure2 x3, Lure3 x5",fishing,,,,8,15,FALSE,
0605,Elgyem,1,uncommon,8.4,9,34,End,,any,any,,grounded,Natural,,,,,any,
0605,Elgyem,2,common,9,9,34,Overworld,,night,any,,grounded,Natural,minecraft:wheat,,8,15,,
0605,Elgyem,5,common,5.4,9,34,Howling Constructs,,any,any,,grounded,,,structure:#the_bumblezone:sempiternal_sanctums,,,any,
0606,Beheeyem,1,uncommon,1.6,42,49,End,,any,any,,grounded,Natural,,,,,any,
0606,Beheeyem,2,common,1,42,49,Overworld,,night,any,,grounded,Natural,minecraft:wheat,,8,15,,
0606,Beheeyem,5,common,0.6,42,49,Howling Constructs,,any,any,,grounded,,,structure:#the_bumblezone:sempiternal_sanctums,,,any,
0607,Litwick,1,common,1.8,3,28,Nether Soul Fire,,any,any,,grounded,Natural,,,,,any,
0607,Litwick,2,common,9,3,28,Overworld,,night,any,,grounded,Mansion,,,,,FALSE,
0608,Lampent,1,common,0.19,41,46,Nether Soul Fire,,any,any,,grounded,Natural,,,,,any,
0608,Lampent,2,common,0.95,41,46,Overworld,,night,any,,grounded,Mansion,,,,,FALSE,
0609,Chandelure,1,common,0.01,41,52,Nether Soul Fire,,any,any,,grounded,Natural,,,,,any,
0609,Chandelure,2,common,0.05,41,52,Overworld,,night,any,,grounded,Mansion,,,,,FALSE,
0610,Axew,1,ultra-rare,6,7,32,Mountain,,any,any,,grounded,"Natural, Wild",,,,,any,
0611,Fraxure,1,ultra-rare,3.6,38,41,Mountain,,any,any,,grounded,"Natural, Wild",,,,,any,
0612,Haxorus,1,ultra-rare,0.4,48,54,Mountain,,any,any,,grounded,"Natural, Wild",,,,,any,
0613,Cubchoo,1,common,1.8,6,31,Frozen Ocean,,any,any,,grounded,"Natural, Wild",,,8,15,,
0614,Beartic,1,common,0.2,37,51,Frozen Ocean,,any,any,,grounded,"Natural, Wild",,,8,15,,
0615,Cryogonal,1,uncommon,2,27,52,Freezing,,any,any,Rain x5,grounded,Natural,,,8,15,,
0615,Cryogonal,2,common,2,27,52,Nether Frozen,,any,any,,grounded,Natural,,,,,any,
0616,Shelmet,1,common,1.9,6,31,Swamp,,any,any,Rain x5,grounded,Natural,,,8,15,,
0617,Accelgor,1,common,0.1,26,50,Swamp,,any,any,Rain x5,grounded,Natural,,,8,15,,
0618,Stunfisk,1,common,2,22,47,Swamp,,any,any,,seafloor,Water,,,,,TRUE,
0618,Stunfisk,2,common,2,22,47,"Arid, Jungle, Swamp",,any,any,"Lure2 x3, Lure3 x5",fishing,,,,,,TRUE,
0618,Stunfisk,3,common,2,22,47,"Arid, Jungle, Swamp",,any,any,"Lure2 x3, Lure3 x5",fishing,,,,8,15,FALSE,
0618,Stunfisk [Galarian],4,common,2,22,47,Swamp,,any,any,,grounded,Natural,,,8,15,,
0619,Mienfoo,1,uncommon,8.4,10,35,Mountain,Hills,any,any,Night x0.25,grounded,"Natural, Wild",,,8,15,,
0620,Mienshao,1,uncommon,1.6,50,51,Mountain,Hills,any,any,Night x0.25,grounded,"Natural, Wild",,,8,15,,
0621,Druddigon,1,rare,10,24,49,Overworld,"Deep Dark, Mountain",any,any,,grounded,Natural,,,0,7,,
0621,Druddigon,2,uncommon,10,24,49,Mountain,Deep Dark,any,any,,grounded,Natural,,,0,7,,
0621,Druddigon,3,rare,10,24,49,Mountain,,day,any,,grounded,"Natural, Wild",,,8,15,,
0622,Golett,1,uncommon,84,5,30,Deep Dark,,any,any,,grounded,Ancient_City,,,0,7,,
0622,Golett,2,rare,15,5,30,Overworld,,any,any,,grounded,Natural,structure:#cobblemon:ruin,,8,15,,
0622,Golett,3,common,18,5,30,Overworld,,any,any,,grounded,Trail_Ruins,,,8,15,,
0622,Golett,4,common,18,5,30,Desert,,any,any,,grounded,"Natural, Desert_Pyramid",,,,,any,
0622,Golett,5,common,18,5,30,Jungle,,any,any,,grounded,"Natural, Jungle_Pyramid",,,,,any,
0622,Golett,6,common,5.4,5,30,Howling Constructs,,any,any,,grounded,,,structure:#the_bumblezone:sempiternal_sanctums,,,any,
0623,Golurk,1,uncommon,16,43,48,Deep Dark,,any,any,,grounded,Ancient_City,,,0,7,,
0623,Golurk,2,rare,5,43,48,Overworld,,any,any,,grounded,Natural,structure:#cobblemon:ruin,,8,15,,
0623,Golurk,3,common,2,43,48,Overworld,,any,any,,grounded,Trail_Ruins,,,8,15,,
0623,Golurk,4,common,2,43,48,Desert,,any,any,,grounded,"Natural, Desert_Pyramid",,,,,any,
0623,Golurk,5,common,2,43,48,Jungle,,any,any,,grounded,"Natural, Jungle_Pyramid",,,,,any,
0623,Golurk,6,common,0.6,43,48,Howling Constructs,,any,any,,grounded,,,structure:#the_bumblezone:sempiternal_sanctums,,,any,
0626,Bouffalant,1,common,10,24,49,Plains,,any,any,Night x0.25,grounded,"Natural, Wild",,,8,15,,
0627,Rufflet,1,uncommon,8.4,10,35,"Badlands, Hills",,day,any,,grounded,"Natural, Treetop, Wild",,,8,15,,
0627,Rufflet,2,common,9,10,35,Sky,,day,any,,grounded,"Natural, Treetop, Wild",,,8,15,,
0627,Rufflet,5,uncommon,8.4,10,35,Mountain,"Badlands, Hills, Volcanic",any,any,Night x0.25,grounded,"Natural, Treetop, Wild",,,8,15,,region_bias=hisui
0627,Rufflet,6,common,9,10,35,Sky,,any,any,Night x0.25,grounded,"Natural, Treetop, Wild",,,8,15,,region_bias=hisui
0628,Braviary,1,uncommon,1.6,54,59,"Badlands, Hills",,day,any,,grounded,"Natural, Treetop, Wild",,,8,15,,
0628,Braviary,2,common,1,54,59,Sky,,day,any,,grounded,"Natural, Treetop, Wild",,,8,15,,
0628,Braviary [Hisuian],5,uncommon,1.6,54,59,Mountain,"Badlands, Hills, Volcanic",any,any,Night x0.25,grounded,"Natural, Treetop, Wild",,,8,15,,
0628,Braviary [Hisuian],6,common,1,54,59,Sky,,any,any,Night x0.25,grounded,"Natural, Treetop, Wild",,,8,15,,
0631,Heatmor,1,uncommon,6,23,48,"Badlands, Hills",,any,any,Night x0.25,grounded,"Natural, Wild",,,8,15,,
0631,Heatmor,2,common,2,23,48,Nether Mountain,,any,any,,grounded,"Natural, Wild",,,,,any,
0632,Durant,1,common,2,23,48,"Badlands, Hills",,any,any,,grounded,Natural,,,8,15,,
0632,Durant,2,common,10,23,48,"Badlands, Hills",,any,any,,grounded,Natural,,,0,7,,
0632,Durant,3,common,10,23,48,Nether Mountain,,any,any,,grounded,Natural,,,,,any,
0633,Deino,1,rare,7.5,5,30,Deep Dark,,any,any,,grounded,Natural,,,0,7,,
0633,Deino,2,ultra-rare,6,5,30,Overworld,Deep Dark,any,any,,grounded,Natural,maxY = 0,,0,7,,
0633,Deino,3,rare,7.5,5,30,Aether,,any,any,,grounded,Natural,,,0,7,,
0634,Zweilous,1,rare,2.25,50,55,Deep Dark,,any,any,,grounded,Natural,,,0,7,,
0634,Zweilous,2,ultra-rare,3.6,50,55,Overworld,Deep Dark,any,any,,grounded,Natural,maxY = 0,,0,7,,
0634,Zweilous,3,rare,2.25,50,55,Aether,,any,any,,grounded,Natural,,,0,7,,
0635,Hydreigon,1,rare,0.25,64,69,Deep Dark,,any,any,,grounded,Natural,,,0,7,,
0635,Hydreigon,2,ultra-rare,0.4,64,69,Overworld,Deep Dark,any,any,,grounded,Natural,maxY = 0,,0,7,,
0635,Hydreigon,3,rare,0.25,64,69,Aether,,any,any,,grounded,Natural,,,0,7,,
0636,Larvesta,1,uncommon,84,11,36,Desert,,any,any,,grounded,"Natural, Desert_Pyramid",minY = 48,,,,FALSE,
0636,Larvesta,2,uncommon,84,11,36,Jungle,,any,any,,grounded,"Natural, Jungle_Pyramid",minY = 48,,,,FALSE,
0636,Larvesta,3,uncommon,8.4,11,36,"Nether Crimson, Nether Forest",,any,any,,grounded,"Natural, Treetop",,,,,any,
0636,Larvesta,4,uncommon,9,11,36,Aether,,any,any,,grounded,,structure:#aether:dungeons,,0,7,,
0637,Volcarona,1,uncommon,16,59,64,Desert,,any,any,,grounded,"Natural, Desert_Pyramid",minY = 48,,,,FALSE,
0637,Volcarona,2,uncommon,16,59,64,Jungle,,any,any,,grounded,"Natural, Jungle_Pyramid",minY = 48,,,,FALSE,
0637,Volcarona,3,uncommon,1.6,59,64,"Nether Crimson, Nether Forest",,any,any,,grounded,"Natural, Treetop",,,,,any,
0637,Volcarona,4,uncommon,1,59,64,Aether,,any,any,,grounded,,structure:#aether:dungeons,,0,7,,
0650,Chespin,1,ultra-rare,6,5,31,Forest,Spooky,any,any,,grounded,Natural,,,8,15,,
0651,Quilladin,1,ultra-rare,3.6,16,41,Forest,Spooky,any,any,,grounded,Natural,,,8,15,,
0652,Chesnaught,1,ultra-rare,0.4,36,53,Forest,Spooky,any,any,,grounded,Natural,,,8,15,,
0653,Fennekin,1,ultra-rare,6,5,31,Desert,,any,any,,grounded,Natural,,,8,15,,
0654,Braixen,1,ultra-rare,3.6,16,41,Desert,,any,any,,grounded,Natural,,,8,15,,
0655,Delphox,1,ultra-rare,0.4,36,53,Desert,,any,any,,grounded,Natural,,,8,15,,
0656,Froakie,1,ultra-rare,6,5,31,Freshwater,Freezing,any,any,,grounded,Natural,,,8,15,,
0656,Froakie,2,ultra-rare,6,5,31,Freshwater,Freezing,any,any,,submerged,Water,,,8,15,,
0656,Froakie,3,ultra-rare,6,5,31,"Bamboo, Jungle",,any,any,,grounded,Natural,minecraft:water,,8,15,,
0656,Froakie,4,ultra-rare,6,5,31,"Bamboo, Jungle",,any,any,,submerged,Water,,,8,15,,
0656,Froakie,5,ultra-rare,6,5,31,"Bamboo, Freshwater, Jungle",Freezing,any,any,,fishing,,,,8,15,,
0657,Frogadier,1,ultra-rare,3.6,16,41,Freshwater,Freezing,any,any,,grounded,Natural,,,8,15,,
0657,Frogadier,2,ultra-rare,3.6,16,41,Freshwater,Freezing,any,any,,submerged,Water,,,8,15,,
0657,Frogadier,3,ultra-rare,3.6,16,41,"Bamboo, Jungle",,any,any,,grounded,Natural,minecraft:water,,8,15,,
0657,Frogadier,4,ultra-rare,3.6,16,41,"Bamboo, Jungle",,any,any,,submerged,Water,,,8,15,,
0657,Frogadier,5,ultra-rare,3.6,16,41,"Bamboo, Freshwater, Jungle",Freezing,any,any,,fishing,,,,8,15,,
0658,Greninja,1,ultra-rare,0.4,36,53,Freshwater,Freezing,any,any,,grounded,Natural,,,8,15,,
0658,Greninja,2,ultra-rare,0.4,36,53,Freshwater,Freezing,any,any,,submerged,Water,,,8,15,,
0658,Greninja,3,ultra-rare,0.4,36,53,"Bamboo, Jungle",,any,any,,grounded,Natural,minecraft:water,,8,15,,
0658,Greninja,4,ultra-rare,0.4,36,53,"Bamboo, Jungle",,any,any,,submerged,Water,,,8,15,,
0658,Greninja,5,ultra-rare,0.4,36,53,"Bamboo, Freshwater, Jungle",Freezing,any,any,,fishing,,,,8,15,,
0659,Bunnelby,1,common,5.4,1,24,"Hills, Temperate",,any,any,,grounded,Natural,minY = 32,,,,any,
0660,Diggersby,1,common,0.6,20,42,"Hills, Temperate",,any,any,,grounded,Natural,minY = 32,,,,any,
0661,Fletchling,1,common,5.4,3,28,"Forest, Sky, Taiga",,day,any,,grounded,"Natural, Treetop",,,8,15,,
0661,Fletchling,3,common,5.4,3,28,"Nether Forest, Nether Fungus",Nether Warped,any,any,,grounded,"Natural, Treetop",,,,,any,
0661,Fletchling,4,common,5.4,3,28,"Skyroot Forest, Skyroot Woodland",,any,any,,grounded,"Natural, Treetop",,,8,15,,
0662,Fletchinder,1,common,0.54,17,38,"Forest, Sky, Taiga",,day,any,,grounded,"Natural, Treetop",,,8,15,,
